language,term,CIEL_L,CIEL_a,CIEL_b
Vietnamese,xanh,41.22,20.81,-48.05
Vietnamese,xanh,30.77,25.75,-49.63
Vietnamese,xanh,20.54,23.81,-41.87
Vietnamese,xanh,91.08,2.95,-4.85
Vietnamese,xanh,81.35,8.19,-12.62
Vietnamese,xanh,71.6,13.67,-19.66
Vietnamese,xanh,61.7,20.07,-26.92
Vietnamese,xanh,51.57,27.4,-33.72
Vietnamese,xanh,41.22,29.49,-34.06
Vietnamese,xanh,30.77,33.51,-35.69
Vietnamese,xanh,20.54,26.82,-27.84
Vietnamese,xanh,91.08,3.36,-4.24
Vietnamese,xanh,81.35,9.68,-11.26
Vietnamese,xanh,71.6,16.13,-17.52
Vietnamese,xanh,61.7,23.29,-23.79
Vietnamese,xanh,51.57,31.24,-29.94
Vietnamese,xanh,41.22,33.08,-30.5
Vietnamese,xanh,30.77,36.9,-32.14
Vietnamese,xanh,20.54,29.26,-25.01
Vietnamese,do,91.08,4.31,-2.82
Vietnamese,do,81.35,18.74,-12.74
Vietnamese,do,71.6,26.62,-18.32
Vietnamese,do,61.7,34.47,-24.03
Vietnamese,do,51.57,35.21,-24.66
Vietnamese,do,41.22,36.48,-25.75
Vietnamese,do,30.77,39.78,-27.99
Vietnamese,do,20.54,22.74,-16.65
Vietnamese,xanh,91.08,4.7,-2.0
Vietnamese,xanh,81.35,21.03,-9.69
Vietnamese,xanh,71.6,29.26,-13.95
Vietnamese,xanh,61.7,37.1,-18.34
Vietnamese,xanh,51.57,46.17,-23.4
Vietnamese,xanh,41.22,46.93,-24.7
Vietnamese,xanh,30.77,42.44,-23.6
Vietnamese,xanh,20.54,24.14,-14.33
Vietnamese,xanh,91.08,5.04,-1.14
Vietnamese,xanh,81.35,22.62,-5.51
Vietnamese,xanh,71.6,38.97,-10.98
Vietnamese,xanh,61.7,38.67,-11.63
Vietnamese,xanh,51.57,48.98,-15.95
Vietnamese,xanh,41.22,49.84,-17.34
Vietnamese,xanh,30.77,44.87,-16.65
Vietnamese,xanh,20.54,34.44,-14.69
Vietnamese,xanh,91.08,5.41,0.74
Vietnamese,xanh,81.35,23.82,2.52
Vietnamese,xanh,71.6,32.47,2.76
Vietnamese,xanh,61.7,49.38,2.78
Vietnamese,xanh,51.57,59.69,1.53
Vietnamese,xanh,41.22,52.58,-0.05
Vietnamese,xanh,30.77,46.93,-2.51
Vietnamese,xanh,20.54,35.97,-6.33
Vietnamese,xanh,91.08,5.44,1.5
Vietnamese,xanh,81.35,23.74,6.18
Vietnamese,xanh,71.6,32.41,7.97
Vietnamese,xanh,61.7,49.67,10.71
Vietnamese,xanh,51.57,59.79,10.72
Vietnamese,xanh,41.22,61.57,8.63
Vietnamese,xanh,30.77,47.63,5.24
Vietnamese,xanh,20.54,36.42,-2.08
